"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","createdDate"
"29","RT @SoDamnTrue: this is one of the best pepsi commercials of all time  https://t.co/ssk5l9dxEv",FALSE,0,NA,2017-09-16 08:11:03,FALSE,NA,"908966448059600897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prezikvsumke",2175,TRUE,FALSE,NA,NA,2017-09-16
"30","RT @theycallhimcake: someone asked if Cassie would play GTA, and ye, prolly at Maggie's house https://t.co/u8kvC1r4d4",FALSE,0,NA,2017-09-16 08:10:43,FALSE,NA,"908966365012402176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pepsi_bloom",67,TRUE,FALSE,NA,NA,2017-09-16
"31","2. Ask you five times if you need food, water, Pepsi, pills, any kind of pills, just let me know I'll try and get them for you",FALSE,0,"Making_Pots",2017-09-16 08:10:40,FALSE,"908966150775517184","908966349400977408","882630554532823040","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Making_Pots",0,FALSE,FALSE,NA,NA,2017-09-16
"32","RT @Zanamaoria: Commission of Draco in a bunnysuit https://t.co/LSPGrXBzQy",FALSE,0,NA,2017-09-16 08:10:31,FALSE,NA,"908966313237909509",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pepsi_bloom",65,TRUE,FALSE,NA,NA,2017-09-16
"33","im sprite pepsi and im abstinence til i die",FALSE,0,NA,2017-09-16 08:10:27,FALSE,NA,"908966298109009920",NA,"<a href=""http://tfwiki.net/wiki/Hot_Rod_(G1)/IDW_Generation_1_continuity"" rel=""nofollow"">rodibot</a>","roditxt",0,FALSE,FALSE,NA,NA,2017-09-16
"34","RT @queenchikkibug: some colors that I like~ thinking about calling her Kris :3 https://t.co/S5FYaYJjG8",FALSE,0,NA,2017-09-16 08:10:25,FALSE,NA,"908966287929434112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pepsi_bloom",33,TRUE,FALSE,NA,NA,2017-09-16
"35","RT @ALNIKON_: Having iKON as Pepsi's endorser is their best decision yet. https://t.co/UPr0Bgaxnc",FALSE,0,NA,2017-09-16 08:10:14,FALSE,NA,"908966240126824448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","junstergram",628,TRUE,FALSE,NA,NA,2017-09-16
"36","To practice what he preaches, Kohli drops Pepsi, fairness products https://t.co/wsUwBT34aq",FALSE,0,NA,2017-09-16 08:09:50,FALSE,NA,"908966142101774336",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Thekitabwala",0,FALSE,FALSE,NA,NA,2017-09-16
"37","To practice what he preaches, Kohli drops Pepsi, fairness products https://t.co/9I8P17y7xp via @TOISports",FALSE,0,NA,2017-09-16 08:09:41,FALSE,NA,"908966104457973760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hamsoon",0,FALSE,FALSE,NA,NA,2017-09-16
"38","RT @JinuSenpai: drew some squishy filias :&gt; never thought id have so much fun drawing samson though <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> https://t.co/VAACut9ERp",FALSE,0,NA,2017-09-16 08:09:40,FALSE,NA,"908966099047403521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pepsi_bloom",137,TRUE,FALSE,NA,NA,2017-09-16
"39","@vaporwavewitch Pepsi killing machine broke",FALSE,0,"vaporwavewitch",2017-09-16 08:09:36,FALSE,"908904600261902336","908966082827886594","1126803930","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soapening",0,FALSE,FALSE,NA,NA,2017-09-16
"40","RT @SouthernHomo: When you're in the bathroom at the club and you hear ""Fergalicious definition"" https://t.co/JSS0hdJFQ4",FALSE,0,NA,2017-09-16 08:09:30,FALSE,NA,"908966058001928192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pepsi_k0la",369,TRUE,FALSE,NA,NA,2017-09-16
"41","RT @SoDamnTrue: this is one of the best pepsi commercials of all time  https://t.co/ssk5l9dxEv",FALSE,0,NA,2017-09-16 08:08:12,FALSE,NA,"908965731743653888",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","noahmichel20",2175,TRUE,FALSE,NA,NA,2017-09-16
"42","RT @toisports: To practice what he preaches, @imVkohli drops @pepsi, fairness products

Report <U+27A1><U+FE0F>https://t.co/giCqDFGY2B https://t.co/kSdrQ…",FALSE,0,NA,2017-09-16 08:08:11,FALSE,NA,"908965725120774144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neeleshgupta09",4,TRUE,FALSE,NA,NA,2017-09-16
"43","Pepsi battle to the bands is more like battle of the balls. Don't see any girls around. <ed><U+00A0><U+00BD><ed><U+00B8><U+008F> #pepsibattleofthebands",FALSE,0,NA,2017-09-16 08:07:58,FALSE,NA,"908965670431477760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GolRotiWali",0,FALSE,FALSE,NA,NA,2017-09-16
"44","RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-16 08:07:51,FALSE,NA,"908965642799321089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NiyahMusic",80,TRUE,FALSE,NA,NA,2017-09-16
"45","#ViratKohli i heared that u decide not to endorse for #Pepsi #Fairnessproducts , heartily congrats 2 u, may others celebrities follow u too",FALSE,0,NA,2017-09-16 08:07:44,FALSE,NA,"908965612675674113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rohietgupta",0,FALSE,FALSE,NA,NA,2017-09-16
"46","RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-16 08:07:07,FALSE,NA,"908965459122425856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","banjikunt",80,TRUE,FALSE,NA,NA,2017-09-16
"47","RT @SoDamnTrue: this is one of the best pepsi commercials of all time  https://t.co/ssk5l9dxEv",FALSE,0,NA,2017-09-16 08:06:36,FALSE,NA,"908965328473878528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hafelina",2175,TRUE,FALSE,NA,NA,2017-09-16
"48","RT @toisports: To practice what he preaches, @imVkohli drops @pepsi, fairness products

Report <U+27A1><U+FE0F>https://t.co/giCqDFGY2B https://t.co/kSdrQ…",FALSE,0,NA,2017-09-16 08:06:22,FALSE,NA,"908965267753103361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlAkBseth",4,TRUE,FALSE,NA,NA,2017-09-16
"49","To practice what he preaches, Kohli drops Pepsi, fairness products Keen to be seen as a socially responsible yo https://t.co/ywNsKH3CE5",FALSE,0,NA,2017-09-16 08:06:18,FALSE,NA,"908965251684732928",NA,"<a href=""http://tweet.cat"" rel=""nofollow"">Tweet.cat v3.2.2</a>","Hindutvva",0,FALSE,FALSE,NA,NA,2017-09-16
"50","RT @MandNdiscount: 6L of Pepsi or 7up for £3.20(12pack 500ml bottles) stock up for Crimbo. 325 Dickson Road B/pool
FY1 2JL between Spar and…",FALSE,0,NA,2017-09-16 08:05:43,FALSE,NA,"908965107081736193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rutpucogle1973",2,TRUE,FALSE,NA,NA,2017-09-16
"51","we throw pepsi products only",FALSE,0,NA,2017-09-16 08:05:34,FALSE,NA,"908965067416248321",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fxsterthegay",0,FALSE,FALSE,NA,NA,2017-09-16
"52","RT @toisports: To practice what he preaches, @imVkohli drops @pepsi, fairness products

Report <U+27A1><U+FE0F>https://t.co/giCqDFGY2B https://t.co/kSdrQ…",FALSE,0,NA,2017-09-16 08:04:53,FALSE,NA,"908964896292741121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrasadrsTOI",4,TRUE,FALSE,NA,NA,2017-09-16
"53","CRM -

Watch Tigertailz's heartfelt tribute to Pepsi Tate: https://t.co/R7fJvDBEc0 TailzOfficial https://t.co/jEpf655C8p

— Classic Rock …",FALSE,0,NA,2017-09-16 08:04:34,FALSE,NA,"908964813895880704",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TinyLyrics_",0,FALSE,FALSE,NA,NA,2017-09-16
"54","Join me in the city, enjoy a Pepsi MAX this year.",FALSE,0,NA,2017-09-16 08:04:26,FALSE,NA,"908964781327085568",NA,"<a href=""http://www.mubashir.io"" rel=""nofollow"">ehangMarkovBot</a>","ehanfg",0,FALSE,FALSE,NA,NA,2017-09-16
"55","RT @LanaDelRey: I've read words like Sullen or gloomy associated with my new video. Just wanted to say I find the end scene hopeful because…",FALSE,0,NA,2017-09-16 08:03:56,FALSE,NA,"908964655464370177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pepsi_k0la",4951,TRUE,FALSE,NA,NA,2017-09-16
"56","RT @ClassicRockMag: Watch Tigertailz's heartfelt tribute to Pepsi Tate: https://t.co/8VPX6HjGfp @TailzOfficial https://t.co/wxS2EosbRg",FALSE,0,NA,2017-09-16 08:03:03,FALSE,NA,"908964433363431424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robygates95",3,TRUE,FALSE,NA,NA,2017-09-16
"57","Nothing official about it:<U+FFFD>Virat<U+FFFD>Kohli<U+FFFD>says no to Pepsi https://t.co/QrMPZDIn3b Wow....@iamvkohli, great",FALSE,0,NA,2017-09-16 08:02:54,FALSE,NA,"908964395434237952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twitmjain",0,FALSE,FALSE,NA,NA,2017-09-16
"58","RT @SoDamnTrue: this is one of the best pepsi commercials of all time  https://t.co/ssk5l9dxEv",FALSE,0,NA,2017-09-16 08:02:15,FALSE,NA,"908964233747894272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cynthiiiagarcia",2175,TRUE,FALSE,NA,NA,2017-09-16
"59","To practice what he preaches, Kohli drops Pepsi, fairness products
@imVkohli <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>
Great batsmen...great deed <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/swSVPq8sp3",FALSE,0,NA,2017-09-16 08:01:22,FALSE,NA,"908964010137137153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rahulsoni100",0,FALSE,FALSE,NA,NA,2017-09-16
"60","RT @ClassicRockMag: Watch Tigertailz's heartfelt tribute to Pepsi Tate: https://t.co/8VPX6HjGfp @TailzOfficial https://t.co/wxS2EosbRg",FALSE,0,NA,2017-09-16 08:00:56,FALSE,NA,"908963902947553280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyWouters6",3,TRUE,FALSE,NA,NA,2017-09-16
"61","I usually stay away from controversial topics, but my girl Mint Arrow got me thinking...Coke or Pepsi? Vote below! https://t.co/1qpPDf3Nzo",FALSE,0,NA,2017-09-16 08:00:14,FALSE,NA,"908963727013167104",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","funcheaporfree",0,FALSE,FALSE,NA,NA,2017-09-16
"62","We're driving change with a female only production line, gender bias awareness training and more. Find your place… https://t.co/iDfk5HDtAW",FALSE,1,NA,2017-09-16 08:00:08,TRUE,NA,"908963699158913024",NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>","PepsiCoJOBS",0,FALSE,FALSE,NA,NA,2017-09-16
"63","RT @TheQuint: .@imVkohli will stop endorsing soft drink maker Pepsi and fairness products.
https://t.co/IdXp9nwVY2",FALSE,0,NA,2017-09-16 08:00:01,FALSE,NA,"908963671337873408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keshava1212",4,TRUE,FALSE,NA,NA,2017-09-16
"64","Watch Tigertailz's heartfelt tribute to Pepsi Tate: https://t.co/8VPX6HjGfp @TailzOfficial https://t.co/wxS2EosbRg",FALSE,4,NA,2017-09-16 08:00:01,FALSE,NA,"908963670654255104",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ClassicRockMag",3,FALSE,FALSE,NA,NA,2017-09-16
"65","To practice what he preaches, Kohli drops Pepsi, fairness products https://t.co/9CK1KPr4GP",FALSE,0,NA,2017-09-16 08:00:00,FALSE,NA,"908963668359921664",NA,"<a href=""http://www.toi.in"" rel=""nofollow"">cmssocialservice</a>","TOITopStories",0,FALSE,FALSE,NA,NA,2017-09-16
"66","If my team wins, I could score BIG…Grab specially-marked @fritolay or @pepsi for your chance!... https://t.co/XbyYMr7DaI",FALSE,0,NA,2017-09-16 08:00:00,FALSE,NA,"908963666984407040",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AUTISMSMILES",0,FALSE,FALSE,NA,NA,2017-09-16
"67","RT @RATHA_RADHA: 10rs Mini water bottle is 50rs in Theater.
28rs Pepsi is 100rs in Theater.
10rs Popcorn 150rs in Theater.
Which is Piracy?…",FALSE,0,NA,2017-09-16 07:59:45,FALSE,NA,"908963602974990336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","i_am_prabhu",62,TRUE,FALSE,NA,NA,2017-09-16
"68","RT @SoDamnTrue: this is one of the best pepsi commercials of all time  https://t.co/ssk5l9dxEv",FALSE,0,NA,2017-09-16 07:59:14,FALSE,NA,"908963474771894272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1708yours",2175,TRUE,FALSE,NA,NA,2017-09-16
"69","RT @mzz_winnie_pink: Hey guys, what do you think about my makeup? Please help me Retweet till @pepsi_naija gets this @pepsi.. Thanks https:…",FALSE,0,NA,2017-09-16 07:58:59,FALSE,NA,"908963409093447680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KuwashaAfrica",3575,TRUE,FALSE,NA,NA,2017-09-16
"70","To practice what he preaches, @imVkohli drops @pepsi, fairness products

Report <U+27A1><U+FE0F>https://t.co/giCqDFGY2B https://t.co/kSdrQ2e0uq",FALSE,6,NA,2017-09-16 07:58:42,FALSE,NA,"908963339836940288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","toisports",4,FALSE,FALSE,NA,NA,2017-09-16
"71","RT @RATHA_RADHA: 10rs Mini water bottle is 50rs in Theater.
28rs Pepsi is 100rs in Theater.
10rs Popcorn 150rs in Theater.
Which is Piracy?…",FALSE,0,NA,2017-09-16 07:58:36,FALSE,NA,"908963312322228224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amarnath708",62,TRUE,FALSE,NA,NA,2017-09-16
"72","RT @GirlPosts: this is one of the best pepsi commercials of all time  https://t.co/H6PmeXXSuV",FALSE,0,NA,2017-09-16 07:58:22,FALSE,NA,"908963254369755138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jchnwww",6721,TRUE,FALSE,NA,NA,2017-09-16
"73","#KnockoffTelevision 
""Slasher""on Netflix : ""American Horror Story"" :: Pepsi : Coke",FALSE,0,NA,2017-09-16 07:57:56,FALSE,NA,"908963146047660032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RickyFritzSux1",0,FALSE,FALSE,NA,NA,2017-09-16
"74","To practice what he preaches, Kohli drops Pepsi, fairness https://t.co/psYXYjOq4m",FALSE,0,NA,2017-09-16 07:57:23,FALSE,NA,"908963006754709504",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Thekitabwala",0,FALSE,FALSE,NA,NA,2017-09-16
"75","RT @dishahdadpuri: Glad @imVkohli is taking a positive position vs sugary drinks. Virat Kohli says no to @Pepsi @ETRetail #fitness  https:/…",FALSE,0,NA,2017-09-16 07:57:11,FALSE,NA,"908962959715471360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AshLilani",2,TRUE,FALSE,NA,NA,2017-09-16
